Timestamp                       Thread     Type        Activity             PID    TTL  
2021-02-08 19:26:46.004930+0800 0x16dc     Default     0x0                  0      0    kernel: (com.apple.AppleUserHIDDrivers.dext) [IOUserUSBHostHIDDevice.cpp:440][0x10000039f] Close interface: 0x100000349 0x0
2021-02-08 19:26:46.004985+0800 0x16dc     Default     0x0                  0      0    kernel: (com.apple.AppleUserHIDDrivers.dext) [AppleUserUSBHostHIDDevice.cpp:116][0x10000039f] Stop: 0x0
2021-02-08 19:26:46.005006+0800 0x6f       Debug       0x0                  0      0    kernel: (IOHIDFamily) IOHIDLibUserClient:0x100000600 message: 0xe0038008 from: 0x1000003a6
2021-02-08 19:26:46.005086+0800 0x16dc     Default     0x0                  0      0    kernel: (com.apple.AppleUserHIDDrivers.dext) <private>
2021-02-08 19:26:46.005111+0800 0x2118     Default     0x0                  0      0    kernel: (com.apple.AppleUserHIDDrivers.dext) [IOUserUSBHostHIDDevice.cpp:963][0x10000039c] TimerOccurred retry:10
2021-02-08 19:26:46.005135+0800 0x2118     Default     0x0                  0      0    kernel: (com.apple.AppleUserHIDDrivers.dext) [IOUserUSBHostHIDDevice.cpp:695][0x10000039c] initInputReport:0xe00002d8
2021-02-08 19:26:46.005142+0800 0x2118     Default     0x0                  0      0    kernel: (com.apple.AppleUserHIDDrivers.dext) [IOUserUSBHostHIDDevice.cpp:732][0x10000039c] Schedule retry reason:0xe00002d8 count:9 deadline:50ms
2021-02-08 19:26:46.005183+0800 0x2117     Default     0x0                  0      0    kernel: (com.apple.AppleUserHIDDrivers.dext) [IOUserUSBHostHIDDevice.cpp:440][0x1000003a6] Close interface: 0x10000034a 0x0
2021-02-08 19:26:46.005218+0800 0x2117     Default     0x0                  0      0    kernel: (com.apple.AppleUserHIDDrivers.dext) [AppleUserUSBHostHIDDevice.cpp:116][0x1000003a6] Stop: 0x0
2021-02-08 19:26:46.005296+0800 0x9b2      Debug       0x0                  0      0    kernel: (IOHIDFamily) AppleUserUSBHostHIDDevice:0x10000039f close by AppleUserHIDEventDriver 0x100000403 (0x0)
2021-02-08 19:26:46.005311+0800 0x9b2      Default     0x0                  0      0    kernel: (com.apple.AppleUserHIDDrivers.dext) [IOUserHIDEventService.cpp:292][0x100000403] Close interface: 0x100000402 0x0
2021-02-08 19:26:46.005327+0800 0x2117     Default     0x0                  0      0    kernel: (com.apple.AppleUserHIDDrivers.dext) <private>
2021-02-08 19:26:46.005336+0800 0x9b2      Default     0x0                  0      0    kernel: (com.apple.AppleUserHIDDrivers.dext) [AppleUserHIDEventDriver.cpp:464][0x100000403] Stop: 0x0
2021-02-08 19:26:46.005387+0800 0x2115     Default     0x0                  0      0    kernel: (AppleGFXHDA) [0x90001]AppleGFXHDAController[0]::setPowerState from 0 to 2
2021-02-08 19:26:46.005401+0800 0x99a      Debug       0x0                  0      0    kernel: (IOHIDFamily) AppleUserUSBHostHIDDevice:0x1000003a6 close by AppleUserHIDEventDriver 0x1000003fc (0x0)
2021-02-08 19:26:46.005407+0800 0x99a      Debug       0x0                  0      0    kernel: (IOHIDFamily) IOHIDLibUserClient:0x100000600 message: 0xe0000110 from: 0x1000003a6
2021-02-08 19:26:46.005425+0800 0x99a      Default     0x0                  0      0    kernel: (com.apple.AppleUserHIDDrivers.dext) [IOUserHIDEventService.cpp:292][0x1000003fc] Close interface: 0x1000003fa 0x0
2021-02-08 19:26:46.005451+0800 0x99a      Default     0x0                  0      0    kernel: (com.apple.AppleUserHIDDrivers.dext) [AppleUserHIDEventDriver.cpp:464][0x1000003fc] Stop: 0x0
2021-02-08 19:26:46.005510+0800 0x9b2      Default     0x0                  0      0    kernel: (com.apple.AppleUserHIDDrivers.dext) <private>
2021-02-08 19:26:46.005597+0800 0x6f       Debug       0x0                  0      0    kernel: (IOHIDFamily) IOHIDLibUserClient:0x100000600 message: 0xe0000010 from: 0x1000003a6
2021-02-08 19:26:46.005609+0800 0x6f       Debug       0x0                  0      0    kernel: (IOHIDFamily) AppleUserUSBHostHIDDevice:0x1000003a6 message: 0xe0000010 from: 0x10000034a 0
2021-02-08 19:26:46.005615+0800 0x6f       Debug       0x0                  0      0    kernel: (IOHIDFamily) AppleUserUSBHostHIDDevice:0x10000039f message: 0xe0000010 from: 0x100000349 0
2021-02-08 19:26:46.005764+0800 0x845      Default     0x0                  0      0    kernel: (com.apple.AppleUserHIDDrivers.dext) [IOUserUSBHostHIDDevice.cpp:440][0x1000003af] Close interface: 0x100000320 0x0
2021-02-08 19:26:46.005814+0800 0x845      Default     0x0                  0      0    kernel: (com.apple.AppleUserHIDDrivers.dext) [AppleUserUSBHostHIDDevice.cpp:116][0x1000003af] Stop: 0x0
2021-02-08 19:26:46.005899+0800 0x2118     Default     0x0                  0      0    kernel: (com.apple.AppleUserHIDDrivers.dext) [IOUserUSBHostHIDDevice.cpp:440][0x10000039c] Close interface: 0x100000321 0x0
2021-02-08 19:26:46.005922+0800 0x99a      Default     0x0                  0      0    kernel: (com.apple.AppleUserHIDDrivers.dext) <private>
2021-02-08 19:26:46.005939+0800 0x2118     Default     0x0                  0      0    kernel: (com.apple.AppleUserHIDDrivers.dext) [AppleUserUSBHostHIDDevice.cpp:116][0x10000039c] Stop: 0x0
2021-02-08 19:26:46.005952+0800 0x2114     Default     0x0                  0      0    kernel: (com.apple.AppleUserHIDDrivers.dext) <private>
2021-02-08 19:26:46.006056+0800 0x2118     Default     0x0                  0      0    kernel: (com.apple.AppleUserHIDDrivers.dext) <private>
2021-02-08 19:26:46.006077+0800 0x9d8      Debug       0x0                  0      0    kernel: (IOHIDFamily) AppleUserUSBHostHIDDevice:0x1000003af close by AppleUserHIDEventDriver 0x10000040f (0x0)
2021-02-08 19:26:46.006107+0800 0x9d8      Default     0x0                  0      0    kernel: (com.apple.AppleUserHIDDrivers.dext) [IOUserHIDEventService.cpp:292][0x10000040f] Close interface: 0x10000040e 0x0
2021-02-08 19:26:46.006136+0800 0x9d8      Default     0x0                  0      0    kernel: (com.apple.AppleUserHIDDrivers.dext) [AppleUserHIDEventDriver.cpp:464][0x10000040f] Stop: 0x0
2021-02-08 19:26:46.006205+0800 0x9e9      Debug       0x0                  0      0    kernel: (IOHIDFamily) AppleUserUSBHostHIDDevice:0x10000039c close by AppleUserHIDEventDriver 0x100000415 (0x0)
2021-02-08 19:26:46.006221+0800 0x9e9      Default     0x0                  0      0    kernel: (com.apple.AppleUserHIDDrivers.dext) [IOUserHIDEventService.cpp:292][0x100000415] Close interface: 0x100000414 0x0
2021-02-08 19:26:46.006242+0800 0x9e9      Default     0x0                  0      0    kernel: (com.apple.AppleUserHIDDrivers.dext) [AppleUserHIDEventDriver.cpp:464][0x100000415] Stop: 0x0
2021-02-08 19:26:46.006295+0800 0x6f       Debug       0x0                  0      0    kernel: (IOHIDFamily) AppleUserUSBHostHIDDevice:0x10000039c message: 0xe0000010 from: 0x100000321 0
2021-02-08 19:26:46.006303+0800 0x6f       Debug       0x0                  0      0    kernel: (IOHIDFamily) AppleUserUSBHostHIDDevice:0x1000003af message: 0xe0000010 from: 0x100000320 0
2021-02-08 19:26:46.006503+0800 0x9d8      Default     0x0                  0      0    kernel: (com.apple.AppleUserHIDDrivers.dext) <private>
2021-02-08 19:26:46.006655+0800 0x6f       Debug       0x0                  0      0    kernel: (IOHIDFamily) IOHIDLibUserClient:0x100000600 setStateForQueues: 0x2
2021-02-08 19:26:46.006906+0800 0x74       Default     0x0                  0      0    kernel: PMRD: trace point 0x27 detail 0x0000019c
2021-02-08 19:26:46.007954+0800 0x74       Default     0x0                  0      0    kernel: PMRD: trace point 0x27 detail 0x00000198
2021-02-08 19:26:46.008310+0800 0xba9      Default     0x0                  0      0    kernel: (AppleKeyStore) AppleKeyStore:7752:145: Device UnLock call(-501): lockstate=5, transientCnt=0
2021-02-08 19:26:46.008316+0800 0xba9      Default     0x0                  0      0    kernel: (AppleKeyStore) AppleKeyStore:7832:145: Device UnLocked(-501): lockstate=0
2021-02-08 19:26:46.008877+0800 0x9e9      Default     0x0                  0      0    kernel: (com.apple.AppleUserHIDDrivers.dext) <private>
2021-02-08 19:26:46.011677+0800 0x20af     Default     0x0                  0      0    kernel: PMRD: assertionsUser 0x40->0x41
2021-02-08 19:26:46.108383+0800 0x20ed     Default     0x0                  0      0    kernel: (IOAudioFamily) + IOAudioDevice[<private>]::protectedSetPowerState(1, <private>)
2021-02-08 19:26:46.108386+0800 0x20ed     Default     0x0                  0      0    kernel: (IOAudioFamily) + IOAudioDevice[<private>]::initiatePowerStateChange(<private>) - current = 0 - pending = 1
2021-02-08 19:26:46.114676+0800 0x20ed     Default     0x0                  0      0    kernel: (AppleGFXHDA) [0x90001]+ AppleGFXHDAEngine::startDMAEngine ( 1 )
2021-02-08 19:26:46.114725+0800 0x20ed     Default     0x0                  0      0    kernel: (AppleGFXHDA) [0x90001]Sending kApplePrivateMessageBusy from requestBandwidth
2021-02-08 19:26:46.114893+0800 0x20ed     Default     0x0                  0      0    kernel: (AppleGFXHDA) [0x90001]Sending kApplePrivateMessageBusy from requestBandwidth
2021-02-08 19:26:46.114894+0800 0x20ed     Default     0x0                  0      0    kernel: (IOAudioFamily) +-IOAudioEngine[<private>]::beginConfigurationChange()
2021-02-08 19:26:46.116125+0800 0x20ed     Default     0x0                  0      0    kernel: (IOAudioFamily) +- IOAudioEngine[<private>]::completeConfigurationChange()
2021-02-08 19:26:46.116127+0800 0x20ed     Default     0x0                  0      0    kernel: (AppleGFXHDA) [0x90001]+ AppleGFXHDAEngine::startDMAEngine ( 1 )
2021-02-08 19:26:46.116181+0800 0x20ed     Default     0x0                  0      0    kernel: (AppleGFXHDA) [0x90001]Sending kApplePrivateMessageBusy from requestBandwidth
2021-02-08 19:26:46.116274+0800 0x20ed     Default     0x0                  0      0    kernel: (IOAudioFamily) +- IOAudioDevice[<private>]::flushAudioControls()
2021-02-08 19:26:46.116278+0800 0x20ed     Default     0x0                  0      0    kernel: (IOAudioFamily) + IOAudioDevice[<private>]::protectedCompletePowerStateChange() - current = 0 - pending = 2
2021-02-08 19:26:46.116282+0800 0x20ed     Default     0x0                  0      0    kernel: (IOAudioFamily) - IOAudioDevice[<private>]::protectedCompletePowerStateChange() - current = 2 - pending = 2 returns 0x0
2021-02-08 19:26:46.116285+0800 0x20ed     Default     0x0                  0      0    kernel: (IOAudioFamily) + IOAudioDevice[<private>]::protectedCompletePowerStateChange() - current = 2 - pending = 2
2021-02-08 19:26:46.116287+0800 0x20ed     Default     0x0                  0      0    kernel: (IOAudioFamily) - IOAudioDevice[<private>]::protectedCompletePowerStateChange() - current = 2 - pending = 2 returns 0x0
2021-02-08 19:26:46.116289+0800 0x20ed     Default     0x0                  0      0    kernel: (IOAudioFamily) - IOAudioDevice[<private>]::initiatePowerStateChange(<private>) - current = 2 - pending = 2 returns 0x0
2021-02-08 19:26:46.116291+0800 0x20ed     Default     0x0                  0      0    kernel: (IOAudioFamily) - IOAudioDevice[<private>]::protectedSetPowerState(1, <private>) returns 0x0
2021-02-08 19:26:46.280466+0800 0x2116     Default     0x0                  0      0    kernel: tcp_timers: tcp_output() returned 0 with retransmission timer disabled for 49189 > 993 in state 4, reset timer to 28609
2021-02-08 19:26:47.058748+0800 0x74       Default     0x0                  0      0    kernel: PMRD: trace point 0x27 detail 0x00000098
2021-02-08 19:26:47.062193+0800 0x74       Default     0x0                  0      0    kernel: PMRD: trace point 0x27 detail 0x00000018
2021-02-08 19:26:47.335326+0800 0x2116     Default     0x0                  0      0    kernel: tcp_timers: tcp_output() returned 0 with retransmission timer disabled for 49242 > 5223 in state 4, reset timer to 27385
2021-02-08 19:26:47.559515+0800 0x2116     Default     0x0                  0      0    kernel: tcp_timers: tcp_output() returned 0 with retransmission timer disabled for 54268 > 23358 in state 4, reset timer to 20118
2021-02-08 19:26:47.843393+0800 0x21cd     Default     0x0                  0      0    kernel: (IOBluetoothHostControllerUSBTransport) **** [IOBluetoothHostControllerUSBTransport][start] -- completed -- result = TRUE -- 0x9800 ****
2021-02-08 19:26:47.843717+0800 0x21df     Default     0x0                  0      0    kernel: (IOBluetoothFamily) [IOBluetoothFamily][staticBluetoothTransportShowsUp] -- Received Bluetooth Controller register service notification -- 0x9800
2021-02-08 19:26:47.848271+0800 0x1906     Default     0x0                  0      0    kernel: (Sandbox) Sandbox: 2 duplicate reports for routined deny(1) mach-lookup com.apple.Maps.MapsSync.store
2021-02-08 19:26:47.848273+0800 0x1906     Default     0x0                  0      0    kernel: (Sandbox) Sandbox: icdd(744) allow file-read-data /Library/Image Capture/Devices
2021-02-08 19:26:47.848888+0800 0x1906     Default     0x0                  0      0    kernel: (Sandbox) Sandbox: icdd(744) allow file-read-data /Library/Image Capture/Devices/EPSON Scanner.app/Contents/Resources/DeviceMatchingInfo.plist
2021-02-08 19:26:47.852472+0800 0x1906     Default     0x0                  0      0    kernel: (Sandbox) Sandbox: icdd(744) allow file-read-data /Library/Image Capture/Devices/EPSON Scanner.app/Contents/Resources/DeviceInfo.plist
2021-02-08 19:26:47.857795+0800 0x21f5     Error       0x0                  0      0    kernel: (Sandbox) Sandbox: com.apple.AppleU(846) deny(1) file-read-metadata /System
2021-02-08 19:26:47.858711+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858714+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858754+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858758+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858760+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858762+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858764+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858766+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858767+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858769+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858771+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858774+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858776+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858778+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858780+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858781+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858784+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858786+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858786+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858788+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858789+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858790+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858792+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858794+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858796+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858798+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858800+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858802+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858804+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858805+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858807+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858831+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858834+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858837+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858839+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858841+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858843+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858844+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858846+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858848+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858852+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858854+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858856+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858858+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858860+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858862+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858865+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858867+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858869+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858872+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858875+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858877+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858878+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858880+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858882+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858884+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858886+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858888+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858975+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858977+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858979+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858983+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858986+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858988+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858991+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858994+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858996+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.858998+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859000+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859002+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859004+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859006+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859008+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859010+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859012+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859014+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859017+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859020+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859022+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859024+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859027+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859029+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859031+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859033+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859057+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859059+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859061+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859065+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859068+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859070+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859074+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859076+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859078+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859080+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859082+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859085+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859087+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859089+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859091+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859093+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859095+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859097+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859100+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859103+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859105+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859108+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859110+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859112+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859114+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859116+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859461+0800 0x21f5     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859617+0800 0x21ec     Default     0x0                  0      0    kernel: <private>
2021-02-08 19:26:47.859685+0800 0x21e1     Default     0x0                  0      0    kernel: (IOHIDFamily) AppleUserUSBHostHIDDevice:0x100000661 start (state:0x0)
2021-02-08 19:26:47.859760+0800 0x21e0     Default     0x0                  0      0    kernel: (IOHIDFamily) AppleUserUSBHostHIDDevice:0x10000065f start (state:0x0)
2021-02-08 19:26:47.860152+0800 0x2217     Default     0x0                  0      0    kernel: (com.apple.AppleUserHIDDrivers.dext) [IOUserUSBHostHIDDevice.cpp:528][0x100000661] Open interface: 0x100000658
2021-02-08 19:26:47.860179+0800 0x221a     Default     0x0                  0      0    kernel: (com.apple.AppleUserHIDDrivers.dext) [IOUserUSBHostHIDDevice.cpp:528][0x10000065f] Open interface: 0x100000657
2021-02-08 19:26:47.866930+0800 0x1906     Default     0x0                  0      0    kernel: (Sandbox) Sandbox: 3 duplicate reports for com.apple.AppleU deny(1) file-read-metadata /System
2021-02-08 19:26:47.866935+0800 0x1906     Default     0x0                  0      0    kernel: (Sandbox) Sandbox: icdd(744) allow file-read-data /Library/Image Capture/Devices/Canon IJScanner4.app/Contents/Resources/DeviceMatchingInfo.plist
2021-02-08 19:26:47.867011+0800 0x1906     Default     0x0                  0      0    kernel: (Sandbox) Sandbox: icdd(744) allow file-read-data /Library/Image Capture/Devices/Canon IJScanner4.app/Contents/Resources/DeviceInfo.plist
2021-02-08 19:26:47.867110+0800 0x1906     Default     0x0                  0      0    kernel: (Sandbox) Sandbox: icdd(744) allow file-read-data /Library/Image Capture/Devices/Canon IJScanner6.app/Contents/Resources/DeviceMatchingInfo.plist
2021-02-08 19:26:47.867170+0800 0x1906     Default     0x0                  0      0    kernel: (Sandbox) Sandbox: icdd(744) allow file-read-data /Library/Image Capture/Devices/Canon IJScanner6.app/Contents/Resources/DeviceInfo.plist
2021-02-08 19:26:47.867280+0800 0x1906     Default     0x0                  0      0    kernel: (Sandbox) Sandbox: icdd(744) allow file-read-data /Library/Image Capture/Devices/Canon IJScanner2.app/Contents/Resources/DeviceMatchingInfo.plist
2021-02-08 19:26:47.867357+0800 0x1906     Default     0x0                  0      0    kernel: (Sandbox) Sandbox: icdd(744) allow file-read-data /Library/Image Capture/Devices/Canon IJScanner2.app/Contents/Resources/DeviceInfo.plist
2021-02-08 19:26:47.868618+0800 0x1906     Default     0x0                  0      0    kernel: (Sandbox) Sandbox: icdd(744) allow file-read-data /Library/Image Capture/Devices
2021-02-08 19:26:47.868708+0800 0x1906     Default     0x0                  0      0    kernel: (Sandbox) Sandbox: icdd(744) allow file-read-data /Library/Image Capture/Devices/EPSON Scanner.app/Contents/Resources/DeviceMatchingInfo.plist
2021-02-08 19:26:47.876463+0800 0x2dd      Default     0x0                  0      0    kernel: (IOBluetoothFamily) **** [IOBluetoothHostController][InitializeHostControllerVariables] -- calling SetupController() ****
2021-02-08 19:26:47.876467+0800 0x2dd      Default     0x0                  0      0    kernel: (IOBluetoothFamily) **** [IOBluetoothHostController][SetupController] -- calling setConfigState (kIOBluetoothHCIControllerConfigStateKernelSetupPending) ****
2021-02-08 19:26:47.876470+0800 0x2dd      Default     0x0                  0      0    kernel: (IOBluetoothFamily) **** [IOBluetoothHostController][setConfigState] -- mControllerConfigState = Uninitialzed,  mPreviousControllerConfigState = On Line,  configState = Kernel Setup Pending ***
2021-02-08 19:26:47.876473+0800 0x2dd      Default     0x0                  0      0    kernel: (IOBluetoothFamily) **** [IOBluetoothHostController][setConfigState] -- calling setProperty ('ConfigState') -- configStateNumber = 1 (Kernel Setup Pending) ****
2021-02-08 19:26:47.878289+0800 0x1906     Default     0x0                  0      0    kernel: (Sandbox) Sandbox: icdd(744) allow file-read-data /Library/Image Capture/Devices/Canon IJScanner4.app/Contents/Resources/DeviceMatchingInfo.plist
2021-02-08 19:26:47.878358+0800 0x1906     Default     0x0                  0      0    kernel: (Sandbox) Sandbox: icdd(744) allow file-read-data /Library/Image Capture/Devices/Canon IJScanner6.app/Contents/Resources/DeviceMatchingInfo.plist
2021-02-08 19:26:47.878415+0800 0x1906     Default     0x0                  0      0    kernel: (Sandbox) Sandbox: icdd(744) allow file-read-data /Library/Image Capture/Devices/Canon IJScanner2.app/Contents/Resources/DeviceMatchingInfo.plist
2021-02-08 19:26:47.879941+0800 0x2217     Default     0x0                  0      0    kernel: (com.apple.AppleUserHIDDrivers.dext) [IOUserUSBHostHIDDevice.cpp:668][0x100000661] HID descriptor interface:1 index:0 length:151 151 151
2021-02-08 19:26:47.880004+0800 0x2217     Default     0x0                  0      0    kernel: (IOHIDFamily) AppleUserUSBHostHIDDevice:0x100000661 start (state:0x4)
